,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
9348,3,1,1,1039,1,0,3,1,0,2,1,1,0,25,22,1,1,1,101,50,60,80,58,10,0,50,20,3
9350,3,1,1,1039,1,0,3,1,0,2,1,1,0,25,22,1,1,1,104,50,30,82,70,20,0,50,32,3
7976,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,262,189,120,101,237,20,0,176,116,2
7981,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,199,210,120,83,254,20,0,220,188,2
7979,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,199,210,60,101,245,20,0,286,145,2
7980,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,199,252,60,91,293,10,0,220,116,2
7982,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,220,252,30,101,349,20,0,220,188,1
7978,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,220,210,120,101,245,30,0,176,188,3
7977,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,220,189,60,101,237,10,0,286,188,2
7975,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,199,189,120,91,225,30,0,286,116,2
7974,3,1,1,887,1,1,3,2,0,3,1,3,0,1,25,1,1,1,262,252,120,83,274,30,0,220,145,3
623,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,116,54,120,51,68,20,1,48,40,3
621,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,116,72,120,44,78,30,1,60,50,2
624,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,102,54,60,51,68,10,0,78,65,2
625,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,102,60,120,51,71,30,0,48,65,2
622,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,95,54,120,47,65,30,0,78,40,1
627,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,95,72,60,47,84,10,1,60,40,2
628,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,95,60,120,44,74,20,0,60,65,2
629,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,102,72,30,51,94,20,1,60,65,3
626,2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,95,60,60,51,71,20,1,78,50,2
5664,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,161,95,30,124,123,20,0,88,52,3
5669,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,215,95,60,121,106,10,0,88,65,3
5668,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,161,85,30,128,99,30,0,110,65,3
5667,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,161,114,120,128,139,10,0,88,65,3
5666,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,179,85,120,121,111,10,0,110,52,3
5665,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,215,85,60,124,95,20,0,110,84,2
5662,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,161,114,30,121,116,10,0,143,84,2
5663,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,215,114,60,128,139,30,0,143,52,3
5661,3,1,1,630,1,0,3,2,1,2,1,2,0,17,2,1,1,1,179,114,120,124,123,20,0,143,65,3
10331,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,231,110,30,180,133,20,0,160,123,3
10323,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,267,110,120,173,112,30,0,160,95,2
10330,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,213,92,120,173,105,20,0,160,123,2
10329,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,213,110,60,176,118,10,0,160,76,3
10328,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,213,92,60,180,99,20,0,208,95,2
10327,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,231,92,120,180,99,30,0,128,123,2
10326,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,231,83,60,180,94,10,0,208,123,2
10325,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,267,83,120,180,94,20,0,128,76,2
10324,3,1,1,1148,1,1,1,1,1,3,1,3,0,18,2,1,1,1,213,83,120,176,92,30,0,208,76,2
7856,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,283,142,60,183,153,10,0,104,85,3
7848,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,241,170,120,186,169,20,0,169,85,3
7850,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,283,170,60,190,189,30,0,169,68,3
7851,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,220,142,30,186,167,20,0,104,68,3
7852,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,283,128,60,186,142,20,0,130,110,3
7853,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,241,128,120,183,155,10,0,130,68,3
7854,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,220,170,120,190,189,10,0,104,85,3
7855,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,220,128,30,190,142,30,0,130,85,3
7849,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,1,1,1,220,170,30,183,167,10,0,169,110,2
4059,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,22,30,67,48,10,0,70,32,1
4067,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,22,60,63,56,30,0,70,40,1
4060,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,22,120,63,56,10,0,91,52,1
4066,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,26,30,63,56,30,0,56,52,1
4065,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,26,60,60,53,20,0,56,32,1
4064,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,20,30,63,45,10,0,56,40,1
4063,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,82,22,30,60,50,30,0,91,32,1
4061,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,96,20,30,60,52,20,0,91,40,1
4062,3,1,1,452,1,0,1,2,0,4,1,3,0,2,1,1,1,1,75,20,60,60,52,30,0,56,52,1
4321,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,61,29,120,30,44,10,0,52,45,2
4326,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,54,35,60,28,38,20,0,32,28,3
4325,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,54,26,30,30,32,10,0,32,35,3
4320,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,61,29,30,32,34,10,0,40,28,3
4324,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,54,29,30,28,36,30,0,52,28,2
4328,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,54,29,60,30,44,30,0,40,35,3
4323,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,51,26,60,28,38,30,0,32,45,3
4322,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,61,26,30,28,38,20,0,52,35,2
4327,3,1,1,481,1,1,1,1,0,4,1,3,0,22,25,1,1,1,61,35,30,30,42,30,0,32,45,3
785,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,243,5040,60,88,6720,30,0,214,132,2
786,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,189,4200,30,78,6720,20,0,132,132,2
787,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,243,3780,60,78,5040,20,0,165,214,2
791,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,243,4200,60,70,5460,10,0,132,165,2
790,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,189,3780,30,88,5460,30,0,165,165,2
789,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,189,5040,120,88,6720,10,0,132,165,2
784,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,189,5040,30,70,5040,10,0,214,214,2
788,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,207,3780,120,70,6720,10,0,165,132,2
783,2,0,1,88,1,1,6,1,1,3,1,3,1,1,25,1,1,1,207,5040,120,78,5460,20,0,214,165,2
684,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,126,156,120,71,169,20,0,117,65,2
686,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,115,156,30,68,162,10,0,117,84,2
685,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,147,156,60,75,194,30,0,117,52,2
687,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,115,130,30,71,176,20,0,72,52,1
689,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,115,156,120,75,194,10,0,72,65,2
690,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,126,117,120,68,162,10,0,90,52,2
691,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,147,130,60,68,153,10,0,72,65,2
692,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,115,117,30,75,142,30,0,90,65,2
688,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,1,1,1,147,117,60,71,136,20,0,90,84,2
8156,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,291,262,60,127,349,30,0,286,128,3
8157,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,224,218,30,117,301,20,0,176,128,3
8155,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,224,262,30,109,281,10,0,286,208,2
8158,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,291,196,60,117,225,20,0,220,208,2
8159,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,246,196,120,109,274,10,0,220,128,2
8154,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,246,262,120,117,301,20,0,286,160,2
8161,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,224,196,30,127,237,30,0,220,160,3
8162,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,291,218,60,109,254,10,0,176,160,2
8160,3,1,1,907,1,1,3,2,1,3,1,3,0,1,25,1,1,1,224,262,120,127,349,10,0,176,160,3
9226,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,120,76,120,45,103,10,0,117,65,3
9225,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,120,76,30,49,86,10,0,90,40,2
9232,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,120,91,30,45,103,30,0,72,65,2
9231,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,100,91,60,42,98,20,0,72,40,2
9230,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,100,68,30,45,80,10,0,72,50,3
9229,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,100,76,30,42,91,30,0,117,40,3
9228,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,90,68,60,42,95,30,0,72,65,1
9227,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,120,68,30,42,95,20,0,117,50,2
9233,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,1,1,1,100,76,60,45,103,30,0,90,50,3
6555,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,200,94,60,81,112,10,0,273,214,2
6554,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,236,94,120,81,112,20,0,168,132,2
6553,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,182,94,120,71,109,30,0,273,132,2
6552,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,236,126,120,63,133,30,0,210,165,2
6556,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,200,105,120,81,118,30,0,168,214,2
6557,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,182,105,60,81,118,20,0,273,165,2
6559,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,182,105,120,63,122,20,0,210,214,2
6558,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,182,126,60,71,140,10,0,210,132,2
6560,3,1,1,729,1,1,1,2,0,3,1,3,0,25,1,1,1,1,200,126,30,81,168,20,0,210,214,2
6353,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,145,78,60,93,97,30,0,100,60,3
6350,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,145,70,30,93,78,10,0,80,60,2
6351,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,145,94,60,90,94,20,0,80,48,3
6347,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,174,70,30,90,90,20,0,130,60,2
6348,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,130,70,60,90,90,30,0,80,78,3
6346,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,174,78,120,93,97,10,0,130,78,2
6349,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,145,78,30,90,88,30,0,130,48,2
6352,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,174,94,30,93,99,30,0,80,78,2
6345,3,1,1,706,1,1,1,2,0,3,1,3,0,2,1,1,1,1,174,78,30,97,84,10,0,100,48,3
9448,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,156,91,120,123,103,20,0,110,91,3
9447,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,156,109,60,126,116,10,0,110,56,3
9441,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,195,109,120,123,114,30,0,110,70,3
9443,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,195,82,120,130,98,20,0,88,56,3
9449,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,169,109,30,130,132,20,0,110,91,3
9444,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,169,82,60,130,98,10,0,143,91,3
9445,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,169,91,120,130,99,30,0,88,91,3
9446,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,156,91,60,130,99,20,0,143,70,3
9442,3,1,1,1050,1,0,3,1,0,3,0,2,0,9,10,1,1,1,156,82,120,126,95,30,0,143,56,3
2363,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,197,37,60,96,42,20,1,0,0,2
2364,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,197,44,60,86,50,10,1,0,0,2
2365,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,197,37,120,78,44,20,0,0,0,2
2366,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,215,44,30,96,60,20,1,0,0,1
2362,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,215,37,120,96,42,30,0,0,0,2
2361,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,215,33,60,96,40,10,0,0,0,2
2360,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,251,33,120,96,40,20,1,0,0,2
2358,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,251,44,120,78,47,30,1,0,0,2
2359,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,1,0,1,197,33,120,86,38,30,0,0,0,2
8378,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,92,119,60,37,167,30,0,90,50,3
8370,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,106,119,30,41,142,10,0,90,40,3
8371,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,106,119,120,37,167,10,0,117,65,2
8372,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,106,107,30,34,155,20,0,117,50,3
8374,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,92,119,30,34,147,30,0,117,40,3
8375,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,92,107,30,37,130,10,0,72,50,2
8376,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,92,143,60,34,155,20,0,72,40,3
8377,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,106,143,30,37,167,30,0,72,65,3
8373,3,1,1,931,1,1,3,3,1,2,1,2,0,1,2,1,1,1,85,107,60,34,155,30,0,72,65,3
3031,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,54,209,60,30,334,30,0,0,0,1
3024,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,61,209,30,32,251,10,0,0,0,1
3025,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,61,188,30,28,334,20,0,0,0,1
3026,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,61,209,120,30,334,10,1,0,0,1
3032,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,61,251,30,30,272,30,0,0,0,2
3028,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,54,209,30,28,272,30,1,0,0,1
3029,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,54,188,30,30,251,10,1,0,0,2
3030,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,54,251,60,28,251,20,0,0,0,2
3027,2,0,1,337,1,0,8,2,1,1,0,1,0,25,22,1,0,1,51,188,60,28,334,30,1,0,0,1
8622,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,61,19,120,28,22,30,0,40,30,3
8629,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,51,16,120,28,21,20,0,40,39,2
8628,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,51,19,60,30,25,10,0,40,24,3
8627,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,51,16,60,32,20,20,0,52,30,1
8626,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,54,16,120,32,20,30,0,32,39,2
8625,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,54,14,60,32,19,10,0,52,39,2
8624,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,61,14,120,32,19,20,0,32,24,3
8623,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,51,14,120,30,18,30,0,52,24,3
8630,3,1,1,959,1,0,1,1,0,5,1,1,0,25,22,1,1,1,54,19,30,32,31,20,0,40,39,1
1548,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,66,268,120,47,357,10,0,0,0,2
1551,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,46,201,30,27,290,30,0,0,0,2
1550,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,56,268,60,27,357,30,0,0,0,1
1555,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,56,223,60,23,290,10,0,0,0,2
1554,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,66,201,30,47,290,30,0,0,0,1
1552,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,66,268,30,43,268,10,0,0,0,2
1549,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,46,268,30,23,268,10,0,0,0,2
1556,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,76,223,60,43,290,10,0,0,0,2
1553,2,0,1,173,1,0,8,1,1,2,1,2,0,22,25,1,0,1,76,268,60,47,357,30,0,0,0,1
5096,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,128,50,60,57,62,30,0,130,52,2
5095,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,98,50,30,50,52,10,0,130,84,2
5102,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,128,42,60,50,49,10,0,80,65,3
5094,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,108,50,120,53,54,20,0,130,65,2
5101,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,98,38,30,57,45,30,0,100,65,3
5097,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,98,42,30,53,54,20,0,80,52,3
5100,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,98,50,120,57,62,10,0,80,65,3
5099,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,108,38,120,50,50,10,0,100,52,3
5098,3,1,1,567,1,0,1,2,1,2,1,2,0,2,1,1,1,1,128,38,60,53,43,20,0,100,84,2
9845,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,387,111,60,279,123,10,0,128,105,3
9838,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,303,133,30,279,139,10,0,208,136,2
9837,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,331,133,120,282,144,20,0,208,105,3
9841,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,387,100,60,282,111,20,0,160,136,2
9839,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,387,133,60,286,156,30,0,208,84,3
9843,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,303,133,120,286,156,10,0,128,105,3
9844,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,303,100,30,286,114,30,0,160,105,3
9840,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,303,111,30,282,139,20,0,128,84,3
9842,3,1,1,1094,1,0,3,1,1,3,1,3,0,1,23,1,1,1,331,100,120,279,128,10,0,160,84,3
4250,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,454,193,60,288,231,30,0,299,132,3
4249,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,355,193,30,274,198,10,0,299,214,2
4248,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,388,193,120,280,210,20,0,299,165,2
4254,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,355,193,120,288,231,10,0,184,165,3
4255,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,355,145,30,288,165,30,0,230,165,2
4256,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,454,161,60,274,182,10,0,184,165,3
4253,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,388,145,120,274,182,10,0,230,132,3
4251,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,355,161,30,280,198,20,0,184,132,3
4252,3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,454,145,60,280,161,20,0,230,214,2
7633,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,138,142,120,62,181,10,0,117,71,2
7632,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,138,142,30,66,155,10,0,90,44,3
7634,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,138,128,30,59,169,20,0,117,55,2
7635,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,106,128,60,59,169,30,0,72,71,3
7636,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,117,142,30,59,162,30,0,117,44,2
7637,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,117,128,30,62,147,10,0,72,55,3
7638,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,117,170,60,59,176,20,0,72,44,3
7639,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,138,170,30,62,184,30,0,72,71,3
7640,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,1,1,1,117,142,60,62,181,30,0,90,55,3
426,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,47,2340,60,25,3380,10,0,52,109,1
425,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,44,2340,120,23,3120,30,0,52,67,2
423,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,54,3120,120,21,3120,30,1,40,84,2
424,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,54,2340,120,25,3380,20,1,32,67,1
430,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,47,3120,30,25,4160,20,1,40,109,1
427,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,47,2600,120,25,3120,30,0,32,109,2
428,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,44,2600,60,25,3120,20,1,52,84,2
429,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,44,3120,60,23,3380,10,1,40,67,2
431,2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,44,2600,120,21,3380,20,0,40,109,1
5265,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,135,38,30,65,43,10,0,80,40,3
5266,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,135,38,120,61,52,10,0,104,65,2
5267,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,135,34,30,58,48,20,0,104,50,2
5272,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,135,46,30,61,50,30,0,64,65,3
5268,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,106,34,60,58,48,30,0,64,65,3
5270,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,116,34,30,61,40,10,0,64,50,2
5271,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,116,46,60,58,49,20,0,64,40,2
5269,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,116,38,30,58,45,30,0,104,40,3
5273,3,1,1,586,1,0,1,3,0,2,1,3,0,2,1,1,1,1,116,38,60,61,52,30,0,80,50,1
6024,3,1,1,670,1,1,1,1,0,3,1,3,0,1,2,1,1,1,85,60,30,37,84,20,0,72,52,2
6023,3,1,1,670,1,1,1,1,0,3,1,3,0,1,2,1,1,1,106,72,60,41,94,30,0,117,52,2
6021,3,1,1,670,1,1,1,1,0,3,1,3,0,1,2,1,1,1,92,72,120,37,84,20,0,117,65,2
6025,3,1,1,670,1,1,1,1,0,3,1,3,0,1,2,1,1,1,106,54,60,37,65,20,0,90,84,2
6026,3,1,1,670,1,1,1,1,0,3,1,3,0,1,2,1,1,1,92,54,120,34,78,10,0,90,52,2
6027,3,1,1,670,1,1,1,1,0,3,1,3,0,1,2,1,1,1,85,72,120,41,94,10,0,72,65,3
